,lemma,form,tags,family,language
773,jlyo³²,jlyo³²,V;PROSP;SG;2,4,2
774,xin⁴²,xin⁴² renq⁴,V;PFV;PL;3,4,2
775,yja¹,ntja¹ wan²⁴,V;PFV;PL;2,4,2
776,stan¹⁴,nstan²⁰,V;HAB;SG;2,4,2
777,kwi¹,kwi¹,V;PFV;SG;3,4,2
778,ntson¹⁴,ntson¹ wan⁰,V;PROG;PL;2,4,2
779,sqan¹,ntsqan⁴²,V;HAB;SG;2,4,2
780,yqan⁴²,ntyqan²⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
781,sqwe²⁴,nsqwe⁴²,V;HAB;SG;2,4,2
782,lya¹⁴,lyan¹⁴,V;PFV;PL;1+INCL,4,2
783,ntykwen³,ntykwen¹⁴,V;HAB;SG;3,4,2
784,nten³,sten¹⁴⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
785,nti¹,nten¹en¹,V;PFV;PL;1+INCL,4,2
786,xka²⁴,xka²⁴ wa⁴²,V;PFV;PL;1+EXCL,4,2
787,ndlyu¹,ndlyu¹ wan²⁴,V;PFV;PL;2,4,2
788,ndlyu⁴²,ndlyon⁴²,V;HAB;SG;1,4,2
789,sen⁴²,nse³²,V;PFV;SG;2,4,2
790,naq¹⁴,naq¹⁴⁰ wa⁴²,V;PFV;PL;1+EXCL,4,2
791,nglu³,nglu³ wa²⁴,V;PROG;PL;2,4,2
792,ntyinq³,ktyinq¹⁴ wan⁰,V;PROSP;PL;2,4,2
793,skwen¹,nskwen⁴,V;HAB;SG;1,4,2
794,nchuq⁴,nchuq⁴ wan⁴,V;HAB;PL;2,4,2
795,qu¹⁴,qu¹⁴ wan⁰,V;PROSP;PL;2,4,2
796,qan⁴,nkqan⁴ renq⁴,V;PROG;PL;3,4,2
797,yqwi⁴,tyqwen²⁰,V;PROSP;SG;1,4,2
798,nglu³,klu¹⁴⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
799,xin²,nxin¹⁴ wan⁰,V;HAB;PL;2,4,2
800,ntyqo¹,tyqo²⁰ wan²⁴,V;PROSP;PL;2,4,2
801,ston⁴²,nston¹on¹,V;PROG;PL;1+INCL,4,2
802,kwa¹⁴,kwa¹⁴ wan⁰,V;PFV;PL;2,4,2
803,xta¹,nstan¹⁴ renq⁰,V;HAB;PL;3,4,2
804,nlyu¹,klyu²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
805,nkonq⁴²,ntkonq³² wan⁴,V;PROG;PL;2,4,2
806,ytsaq³,ntsaq¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
807,ntaq³,ntaq³,V;PROG;SG;3,4,2
808,ytsaq³,ktsanq¹⁴,V;PROSP;PL;1+INCL,4,2
809,yo²,yon²on¹,V;PFV;PL;1+INCL,4,2
810,qu¹⁴,qu¹⁴ wan⁰,V;PFV;PL;2,4,2
811,ntyi¹,ntyi¹ renq²⁴,V;PFV;PL;3,4,2
812,nxin⁴²,nxin³²,V;PROG;SG;3,4,2
813,ykwaq⁴,tykwanq⁴,V;PROSP;SG;1,4,2
814,skonq³,ntskonq³ wa⁴²,V;PROG;PL;1+EXCL,4,2
815,ntqo¹,tyqon²⁰,V;PROSP;SG;1,4,2
816,nten³,nten⁴⁰,V;HAB;SG;1,4,2
817,sqwi¹⁴,nsqwi¹⁴,V;HAB;SG;3,4,2
818,ntyqya¹,tyqya²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
819,nti¹,nti¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
820,ntqo¹,ntyqo²⁰,V;HAB;SG;3,4,2
821,nten³,nten¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
822,skanq³,ntskanq¹⁴,V;HAB;PL;1+INCL,4,2
823,sta¹,nsta¹ wan²⁴,V;PROG;PL;2,4,2
824,kwan¹,ntkwan³²,V;PROG;SG;3,4,2
825,ntykonq⁴²,tykonq²⁴,V;PROSP;SG;1,4,2
826,qya³,qya¹⁴,V;PROSP;SG;3,4,2
827,xta¹,stan¹⁴,V;PROSP;PL;1+INCL,4,2
828,yno¹,yno¹ renq²⁴,V;PFV;PL;3,4,2
829,nten³,nten²en¹,V;PFV;PL;1+INCL,4,2
830,lya¹⁴,nlyan¹⁴,V;HAB;PL;1+INCL,4,2
831,xqan¹,xqan²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
832,nkqwa⁴²,nkqwan⁴²,V;PFV;SG;1,4,2
833,lo²⁴,klo²⁴ renq³²,V;PROSP;PL;3,4,2
834,yqan⁴²,yqan⁴²,V;PROSP;SG;2,4,2
835,ylu³,klu¹⁴ renq⁰,V;PROSP;PL;3,4,2
836,ywi⁴²,ntjwi²⁴ wan³²,V;HAB;PL;2,4,2
837,ndlyu¹,ndlyon²⁰on³²,V;HAB;PL;1+INCL,4,2
838,nkonq⁴²,nkonq⁴²on⁴²,V;PFV;PL;1+INCL,4,2
839,slaq¹,nslanq³²,V;PROG;SG;1,4,2
840,sne¹⁴,sne¹⁴,V;PROSP;SG;3,4,2
841,ntykwen³,ntykwen³ wa⁴²,V;PFV;PL;1+EXCL,4,2
842,xtyiq¹⁰,xtyiq¹⁰ wa⁴²,V;PFV;PL;1+EXCL,4,2
843,ngwa²,ngwa² wa²,V;PFV;PL;1+EXCL,4,2
844,qnyi¹,qnyi²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
845,yno¹,nno¹ wan²⁴,V;HAB;PL;2,4,2
846,sqyu¹,sqyu⁴²,V;PFV;SG;2,4,2
847,ytsen⁴²,ne⁴² qne³² wan⁴,V;PFV;PL;2,4,2
848,nkin²,ntykin²⁰,V;HAB;SG;2,4,2
849,xtya²⁰,xtya⁴²,V;PFV;SG;2,4,2
850,yqu²,ntqon⁴⁰,V;PROG;SG;1,4,2
851,kwan¹,kwan⁴²,V;PROSP;SG;2,4,2
852,ndlyu⁴²,ndlyu⁴²,V;HAB;SG;3,4,2
853,kwa¹⁴,tykwan¹⁴,V;PROSP;PL;1+INCL,4,2
854,sqan¹,nsqan¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
855,xlyu⁴²,xlyon⁴,V;PFV;SG;1,4,2
856,ylaq⁴,nlaq⁴ renq⁴,V;PROG;PL;3,4,2
857,nchaq⁴²,nchaq⁴² renq⁴,V;PFV;PL;3,4,2
858,sti⁴,nsu⁴²,V;PROG;SG;3,4,2
859,ntsen⁴²,ntsen²⁴,V;HAB;SG;3,4,2
860,xki¹,xki⁴²,V;PFV;SG;2,4,2
861,yna⁴²,na²⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
862,ytsen⁴²,nne³² qne³² wa⁴²,V;PROG;PL;1+EXCL,4,2
863,ntykwan²,ntykwan¹,V;HAB;SG;2,4,2
864,nkwi¹,ntykwen²⁰en³²,V;HAB;PL;1+INCL,4,2
865,yqan⁴²,yqan⁴²,V;PFV;SG;3,4,2
866,sqna¹,nsqna¹ wan²⁴,V;PROG;PL;2,4,2
867,jen²,ntyjin¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
868,nkwa³,nkwa³ wa⁴²,V;PFV;PL;1+EXCL,4,2
869,qnyi¹,kqni²⁰,V;PROSP;SG;3,4,2
870,ytsen⁴²,ytsen³²,V;PFV;SG;2,4,2
871,qnyi¹,qnyin²⁰in³²,V;PROSP;PL;1+INCL,4,2
872,yjaq³,ntyjaq¹⁴ wan⁰,V;PROSP;PL;2,4,2
873,ston⁴²,nston²⁴ wan³²,V;HAB;PL;2,4,2
874,ndlyu⁴²,ndlyu³²,V;PFV;SG;2,4,2
875,lya¹⁴,lya¹⁴ renq⁰,V;PFV;PL;3,4,2
876,ytsaq³,ytsaq³,V;PFV;SG;3,4,2
877,ston⁴²,ston²⁴ wan³²,V;PROSP;PL;2,4,2
878,nkwa³,ntkwan⁴⁰,V;HAB;SG;1,4,2
879,sna³,nxnan⁴⁰,V;HAB;SG;1,4,2
880,sqwa¹⁴,sqwa¹⁴,V;PROSP;SG;3,4,2
881,jlya⁴²,jlya²⁴ wa⁴²,V;PROSP;PL;1+EXCL,4,2
882,stan¹⁴,nstan¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
883,ne¹⁴,nen⁴⁰,V;PROG;SG;1,4,2
884,ntkonq³,ntkonq⁴⁰,V;PROG;SG;1,4,2
885,yno¹,kno¹ wa⁴²,V;PROSP;PL;1+EXCL,4,2
886,kwa³,kwa³ wan²⁴,V;PFV;PL;2,4,2
887,sqwe¹⁴,nsqwe¹⁴ wan⁰,V;HAB;PL;2,4,2
888,qne⁴²,nqne³² wan⁴,V;PROG;PL;2,4,2
889,nge⁴²,ndye³² wan⁴,V;PROG;PL;2,4,2
890,qen⁴,tyqin⁴ wa⁴²,V;PROSP;PL;1+EXCL,4,2
891,snyaq¹,snyaq¹wan²⁴,V;PFV;PL;2,4,2
892,nglu³,nglu³ wa⁴²,V;PROG;PL;1+EXCL,4,2
893,xoq²,nxoq¹,V;PROG;SG;2,4,2
894,naq¹⁴,nanq⁴⁰,V;PFV;SG;1,4,2
895,nlyu¹,klyu²⁰ renq²⁴,V;PROSP;PL;3,4,2
896,son³,xon²⁰ wan²⁴,V;PROSP;PL;2,4,2
897,ntyi¹,ntyi²⁰ renq²⁴,V;HAB;PL;3,4,2
898,nchin¹,kchin²⁰,V;PROSP;SG;3,4,2
899,nchuq⁴,nchonq⁴²,V;PFV;SG;2,4,2
900,ya⁴²,nkya²⁴ wan³²,V;PROG;PL;2,4,2
901,ylaq⁴,nlanq¹,V;PROG;SG;1,4,2
902,ntykwan²,tykwan¹,V;PROSP;SG;2,4,2
903,skwaq¹,nchkwaq⁴²,V;HAB;SG;2,4,2
904,sqyu¹,sqyu¹ renq²⁴,V;PFV;PL;3,4,2
905,ykwiq⁴,ntykwenq²⁰,V;HAB;SG;1,4,2
906,ya⁴²,nkyan¹⁴,V;PROG;PL;1+INCL,4,2
907,ndya³,ndya³,V;HAB;SG;3,4,2
908,lu¹,nlu¹ renq²⁴,V;PROG;PL;3,4,2
909,ytsen⁴²,ytsen⁴,V;PFV;SG;1,4,2
910,nxin⁴²,nxin⁴²,V;PFV;SG;2,4,2
911,sqna¹,nsqnan³²,V;PROG;SG;1,4,2
912,ntyqo¹,ntyqo¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
913,nkin²,nkin²en¹,V;PFV;PL;1+INCL,4,2
914,yna⁴²,nnan³²,V;PROG;SG;1,4,2
915,sqya¹,sqya¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
916,yqwe²,kqwe¹⁴⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
917,slu¹⁴,slon¹⁴,V;PFV;PL;1+INCL,4,2
918,yjoq⁴,ntyjoq³²,V;PROG;SG;3,4,2
919,skwen¹,skwen¹ renq²⁴,V;PFV;PL;3,4,2
920,swi²⁰,swen⁴,V;PROSP;SG;1,4,2
921,qya³,ntyqyan⁴⁰,V;HAB;SG;1,4,2
922,qan⁴,ntyqan⁴ renq⁴,V;HAB;PL;3,4,2
923,lo²⁴,klo²⁴ wan³²,V;PROSP;PL;2,4,2
924,ji¹,ji¹ wan²⁴,V;PFV;PL;2,4,2
925,qan⁴,ntyqan⁴²,V;HAB;SG;2,4,2
926,ndywiq³,ndywiq²,V;PROG;SG;3,4,2
927,jlya⁴²,ntjlya³²,V;PROG;SG;3,4,2
928,nge⁴²,ndye²⁴ wan³²,V;HAB;PL;2,4,2
929,ngwa²,ndygan¹⁴,V;HAB;PL;1+INCL,4,2
930,la¹,nla⁴,V;HAB;SG;3,4,2
931,qnyi¹,nqnyin¹in¹,V;PROG;PL;1+INCL,4,2
932,ykwenq¹,ntykwenq¹ renq²⁴,V;PROG;PL;3,4,2
933,sqya¹,xqya²⁰ renq²⁴,V;PROSP;PL;3,4,2
934,yqo²,yqon²on¹,V;PFV;PL;1+INCL,4,2
935,ne¹⁴,nnin⁴⁰,V;PROSP;SG;1,4,2
936,ntkonq³,ntkonq¹,V;PFV;SG;2,4,2
937,ndyi⁴,ndyi⁴,V;HAB;SG;3,4,2
938,ndiyan³²,jyan²⁰,V;PROG;SG;1,4,2
939,naq¹,nnaq¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
940,ndywan²,ndywan² wa⁴²,V;PROG;PL;1+EXCL,4,2
941,xqwa¹⁰,nxqwa¹⁰,V;PROG;SG;3,4,2
942,ntsa²⁴,ktsa²⁴ renq³²,V;PROSP;PL;3,4,2
943,yla³,klan⁴⁰,V;PROSP;SG;1,4,2
944,lya¹⁴,jlyan¹⁴,V;PROSP;PL;1+INCL,4,2
945,xkwen¹⁴,xkwen¹⁴ renq⁰,V;PROSP;PL;3,4,2
946,ylaq⁴,nlyanq²⁰,V;HAB;SG;1,4,2
947,ntaq³,ntaq²⁰,V;HAB;SG;2,4,2
948,ntsu⁴²,ntsu³²,V;PROG;SG;3,4,2
949,ntykanq³,ntykanq³ wan¹⁴,V;PFV;PL;2,4,2
950,nsuq³,ksuq²⁰,V;PROSP;SG;2,4,2
951,ngwa²,ngwa²,V;PFV;SG;3,4,2
952,nya¹⁴,nnya²⁰,V;HAB;SG;2,4,2
953,sqi²,xqin¹⁴,V;PROSP;PL;1+INCL,4,2
954,ndyu²,ndyon⁴⁰,V;PFV;SG;1,4,2
955,yjoq⁴,ntyjonq¹,V;PROG;SG;1,4,2
956,ykuq²,ykuq²,V;PFV;SG;3,4,2
957,sti⁴,nstyin⁴,V;HAB;SG;3,4,2
958,ston⁴²,nston⁴,V;HAB;SG;1,4,2
959,nkqi¹,nkqi¹,V;PFV;SG;3,4,2
960,sqwa¹⁴,sqwan¹⁴,V;PROSP;PL;1+INCL,4,2
961,nkwi¹,ntykwi⁴²,V;HAB;SG;2,4,2
962,slya²⁴,xlya²⁴,V;PROSP;SG;3,4,2
963,sqna¹,sqna¹an¹,V;PFV;PL;1+INCL,4,2
964,ntaq³,ntaq³ renq²⁴,V;PFV;PL;3,4,2
965,la¹,yla¹ wan²⁴,V;PFV;PL;2,4,2
966,nyi¹⁴,nnyi¹⁰,V;PROG;PL;1+INCL,4,2
967,qya⁴²,kqyan²⁴,V;PROSP;SG;1,4,2
968,qnyi¹,nqnin⁴,V;HAB;SG;1,4,2
969,qa²⁴,qa²⁴ wa⁴²,V;PFV;PL;1+EXCL,4,2
970,son³,nxon⁴,V;HAB;SG;1,4,2
971,yqu²,yqu² renq¹,V;PFV;PL;3,4,2
972,naq¹⁴,nyaq²⁰,V;PROSP;SG;2,4,2
973,lya¹⁴,nlya²⁰,V;HAB;SG;2,4,2
974,ykwen²,ykwen⁴⁰,V;PFV;SG;1,4,2
975,nden⁴²,nden⁴²,V;HAB;SG;2,4,2
976,nyi¹⁴,nyi¹⁴,V;PFV;SG;3,4,2
977,yqo²,yqo²,V;PFV;SG;3,4,2
978,ntyinq³,ntyinq¹,V;PFV;SG;2,4,2
979,slya²⁴,slya²⁴ wan³²,V;PFV;PL;2,4,2
980,ntsu⁴²,nchu⁴,V;HAB;SG;3,4,2
981,nchaq⁴²,nchanq⁴,V;HAB;SG;1,4,2
982,sqi²,sqi² renq¹,V;PFV;PL;3,4,2
983,slya²⁴,xlya³²,V;PROSP;SG;2,4,2
984,nti¹,kti²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
985,swi²⁰,swi²⁰ wan²⁴,V;PFV;PL;2,4,2
986,nti¹,kti⁴²,V;PROSP;SG;2,4,2
987,ykwenq¹,ntykwenq²⁰ renq²⁴,V;HAB;PL;3,4,2
988,lkwi¹,ntykwen⁴,V;HAB;SG;1,4,2
989,nkqwa¹,tyqwa²⁰ renq²⁴,V;PROSP;PL;3,4,2
990,ntykwan¹⁴,ntykwan¹⁴,V;PFV;SG;3,4,2
991,ntyinq³,ntyinq²in¹,V;PFV;PL;1+INCL,4,2
992,nchaq⁴²,nchaq³²,V;PROG;SG;2,4,2
993,yta⁴,ntya⁴²,V;HAB;SG;2,4,2
994,sta¹,nsta¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
995,ntyqya¹,ntyqyan²⁰an³²,V;HAB;PL;1+INCL,4,2
996,ntykonq⁴²,ntykonq³²,V;PROG;SG;3,4,2
997,sti⁴,styin⁴,V;PROSP;SG;3,4,2
998,ntson¹⁴,ntson²⁰,V;PROG;SG;2,4,2
999,ynaq¹,naq¹an¹,V;PROG;PL;1+INCL,4,2
1000,slaq¹,nslaq¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
1001,nsuq³,nsuq³ wa⁴²,V;PROG;PL;1+EXCL,4,2
1002,ykwenq¹,ntykwenq¹en¹,V;PROG;PL;1+INCL,4,2
1003,sqwi¹⁴,sqwi¹⁴,V;PROSP;SG;3,4,2
1004,qne¹,qne¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
1005,kwan¹,kwan⁴,V;PROSP;SG;3,4,2
1006,xla³,nchla³,V;HAB;SG;3,4,2
1007,ngwa²,ndygan²⁴,V;HAB;SG;1,4,2
1008,nti¹,nten²⁰en³²,V;HAB;PL;1+INCL,4,2
1009,ntyqya¹,ntyqya⁴²,V;PFV;SG;2,4,2
1010,ntsaq⁴²,nchaq⁴²,V;HAB;SG;2,4,2
1011,nkya⁴²,kyan²⁰,V;PROSP;SG;1,4,2
1012,ya⁴²,ntyqan²⁰,V;HAB;SG;1,4,2
1013,ndon⁴²,ndon²⁰,V;PROG;SG;1,4,2
1014,nyi¹⁴,nyi¹⁴ renq⁰,V;PFV;PL;3,4,2
1015,yqu²,ntyqu¹⁴,V;HAB;SG;3,4,2
1016,xti²⁰,xti²⁰,V;PFV;SG;3,4,2
1017,ne¹⁴,nni¹⁴ wan⁰,V;PROSP;PL;2,4,2
1018,nchaq⁴²,nchaq²⁴ wan³²,V;HAB;PL;2,4,2
1019,nton⁴²,nton⁴²,V;PFV;SG;3,4,2
1020,ntykwan²,ntykwan² wa⁴²,V;PFV;PL;1+EXCL,4,2
1021,xin²,nxin²⁰,V;HAB;SG;2,4,2
1022,yta⁴,ntan³²,V;PROG;SG;1,4,2
1023,nyi¹⁴,nyi¹⁴,V;PROSP;SG;3,4,2
1024,xlyu⁴²,xlyu⁴² wan⁴,V;PFV;PL;2,4,2
1025,saq²,nsanq¹⁴,V;HAB;PL;1+INCL,4,2
1026,nkeq³,keq¹⁴ renq¹,V;PROSP;PL;3,4,2
1027,skanq³,skanq⁴⁰,V;PFV;SG;1,4,2
1028,lo²⁴,nlon¹⁴,V;HAB;PL;1+INCL,4,2
1029,sla¹,nslan¹an¹,V;PROG;PL;1+INCL,4,2
1030,xqwa¹⁰,nxqwan¹⁰,V;HAB;PL;1+INCL,4,2
1031,yqan⁴²,yqan⁴² wan⁴,V;PFV;PL;2,4,2
1032,xta¹,stan² renq¹,V;PFV;PL;3,4,2
1033,nkqwa⁴²,nkwa³²,V;PFV;SG;2,4,2
1034,xku²⁰,nxku¹,V;PROG;SG;3,4,2
1035,xla³,xlan³,V;PROSP;SG;1,4,2
1036,nxin⁴²,nxin²⁰,V;HAB;SG;2,4,2
1037,ntykwan²,ntykwan⁴⁰,V;PROG;SG;1,4,2
1038,ne⁴²,nen⁴,V;PFV;SG;1,4,2
1039,jen²,jen²en¹,V;PFV;PL;1+INCL,4,2
1040,kwan¹,kwan⁴ renq⁴,V;PROSP;PL;3,4,2
1041,sqwe²⁴,nsqwe²⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
1042,yqwe²,kqwen⁴⁰,V;PROSP;SG;1,4,2
1043,xyaq²,xyanq⁴⁰,V;PFV;SG;1,4,2
1044,ntykwen³,ntykwen²⁰,V;HAB;SG;2,4,2
1045,jinyiq²,nynyiq¹⁴ wan⁰,V;HAB;PL;2,4,2
1046,nten³,nten³ renq²⁴,V;PROG;PL;3,4,2
1047,lya¹⁴,nlyan¹⁰,V;PROG;SG;3,4,2
1048,nti¹,nti⁴²,V;HAB;SG;2,4,2
1049,ykwanq¹,ntykwanq⁴²,V;PROG;SG;2,4,2
1050,qen⁴²,ntqe³²,V;PROG;SG;2,4,2
1051,sne³,nsne³ wan²⁴,V;PROG;PL;2,4,2
1052,sne¹⁴,sne¹⁴ wan⁰,V;PFV;PL;2,4,2
1053,xqan¹,ntxqan¹an¹,V;PROG;PL;1+INCL,4,2
1054,ntqo¹,tyqo¹ wan²⁴,V;PROSP;PL;2,4,2
1055,nglu³,nglu³ renq²⁴,V;PFV;PL;3,4,2
1056,ntkonq³,ntkonq³ renq²⁴,V;PROG;PL;3,4,2
1057,sqwe¹⁴,sqwen⁴⁰,V;PFV;SG;1,4,2
1058,ntyjyuq¹,ntyjyuq⁴²,V;HAB;SG;2,4,2
1059,qan⁴,ntyqan²⁰,V;HAB;SG;1,4,2
1060,yja¹,ntja⁴²,V;PFV;SG;2,4,2
1061,xqwa¹⁰,xqwa¹ renq⁰,V;PFV;PL;3,4,2
1062,yqan⁴²,yqan⁴² wa⁴²,V;PFV;PL;1+EXCL,4,2
1063,ntqo¹,ntyqon²⁰,V;HAB;SG;1,4,2
1064,la¹,ylan⁴,V;PFV;SG;1,4,2
1065,stan¹⁴,nstan¹⁴ wan⁰,V;HAB;PL;2,4,2
1066,ntqan¹,tqan²⁰ renq²⁴,V;PROSP;PL;3,4,2
1067,xtya²⁰,xtya²⁰,V;PFV;SG;3,4,2
1068,ytsen⁴²,ne⁴² qne³² wa⁴²,V;PFV;PL;1+EXCL,4,2
1069,ntykwan²,ntykwan²,V;HAB;SG;3,4,2
1070,qne⁴²,qnen¹,V;PFV;SG;1,4,2
1071,ylu³,ylu³ wa⁴²,V;PFV;PL;1+EXCL,4,2
1072,ntsen⁴²,ntsen³²,V;PROG;SG;3,4,2
1073,ykwenq¹,ykwenq¹ renq²⁴,V;PFV;PL;3,4,2
1074,ntykwen³,tykwen¹⁴,V;PROSP;SG;3,4,2
1075,nlyu¹,nlyu²⁰ wan²⁴,V;HAB;PL;2,4,2
1076,skwaq¹,nchkwanq⁴,V;HAB;SG;1,4,2
1077,son³,xon²⁰,V;PROSP;SG;3,4,2
1078,kwi¹,tywi²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
1079,stan¹⁴,stan¹⁴ wan⁰,V;PROSP;PL;2,4,2
1080,ntyka²,tyka² renq¹,V;PROSP;PL;3,4,2
1081,nchuq⁴,nchonq²⁰,V;HAB;SG;1,4,2
1082,ntykwan²,ntykwan² wan¹,V;PFV;PL;2,4,2
1083,ngwa²,kan²⁴,V;PROSP;SG;1,4,2
1084,qnyi¹,nqni⁴⁰,V;HAB;SG;2,4,2
1085,nchuq⁴,kchuq²⁴,V;PROSP;SG;3,4,2
1086,yla³,ylan²an¹,V;PFV;PL;1+INCL,4,2
1087,skwen¹,skwen²⁰ renq²⁴,V;PROSP;PL;3,4,2
1088,nxi²,nxin² renq¹,V;HAB;PL;3,4,2
1089,ne¹⁴,nni¹⁰,V;PROG;PL;1+INCL,4,2
1090,swenq³,nswenq¹⁴,V;HAB;PL;1+INCL,4,2
1091,xkwan¹⁴,xkwan¹⁴ renq⁰,V;PROSP;PL;3,4,2
1092,nkqwa¹,nkqwa¹,V;PROG;SG;3,4,2
1093,nden⁴²,ten²⁴ renq³²,V;PROSP;PL;3,4,2
1094,kwa¹⁴,ntykwa¹⁴ renq⁰,V;HAB;PL;3,4,2
1095,snyaq¹,nsnyaq¹renq²⁴,V;HAB;PL;3,4,2
1096,qen⁴²,ntqen²⁴,V;HAB;SG;1,4,2
1097,la¹,kla⁴an³²,V;PROSP;PL;1+INCL,4,2
1098,ndon⁴²,tyon⁴²,V;PROSP;SG;2,4,2
1099,ntsaq⁴²,nchaq⁴,V;HAB;SG;3,4,2
1100,ntyi¹,ntyi³² renq²⁴,V;PROG;PL;3,4,2
1101,ntyi¹,ntyi¹ wan²⁴,V;PFV;PL;2,4,2
1102,ynaq¹,nnaq²⁰ wan²⁴,V;HAB;PL;2,4,2
1103,xkwen¹⁴,nxkwen¹⁴,V;HAB;PL;1+INCL,4,2
1104,sqwa¹⁴,sqwa¹⁴⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
1105,xoq²,xoq²,V;PFV;SG;3,4,2
1106,ndlyu⁴²,tlyon⁴²on⁴²,V;PROSP;PL;1+INCL,4,2
1107,yqo²,kqon¹⁴,V;PROSP;PL;1+INCL,4,2
1108,ntykanq³,ntykanq³,V;PFV;SG;3,4,2
1109,ywi⁴²,ywi³²,V;PFV;SG;2,4,2
1110,sqi²,nchsqin⁴⁰,V;HAB;SG;1,4,2
1111,ntsen⁴²,ntsen³² renq⁴,V;PROG;PL;3,4,2
1112,xkwen¹⁴,nxkwen¹ wan⁰,V;PROG;PL;2,4,2
1113,nkjwi⁴²,kja⁴²,V;PROSP;SG;2,4,2
1114,sla¹,nsla¹,V;PROG;SG;3,4,2
1115,stan¹⁴,stan⁴⁰,V;PFV;SG;1,4,2
1116,ngyla³,xlan²an¹,V;PROSP;PL;1+INCL,4,2
1117,ytsen⁴²,ntsen⁴,V;HAB;SG;1,4,2
1118,nchuq⁴,nchuq³² wa⁴²,V;PROG;PL;1+EXCL,4,2
1119,nna¹,kna²⁰,V;PROSP;SG;3,4,2
1120,xkwan¹⁴,nxkwan¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
1121,yna³,nan⁴⁰,V;PROG;SG;1,4,2
1122,sqyu¹,sqyu²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
1123,qya⁴²,ntqya³² renq⁴,V;PROG;PL;3,4,2
1124,yla³,ndla³ wa⁴²,V;PROG;PL;1+EXCL,4,2
1125,ntyi¹,ntyi⁴²,V;HAB;SG;2,4,2
1126,sen¹,sen¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
1127,sqan¹,sqan²⁰ wan²⁴,V;PROSP;PL;2,4,2
1128,qen⁴,qen²⁰,V;PFV;SG;1,4,2
1129,xkwen¹⁴,xkwen²⁰,V;PFV;SG;2,4,2
1130,xtyiq¹⁰,xtyiq¹⁴ wan⁰,V;PROSP;PL;2,4,2
1131,nkin²,nkin² wa⁴²,V;PROG;PL;1+EXCL,4,2
1132,yqwe²,ntyqwe¹⁴,V;HAB;SG;3,4,2
1133,sqwa¹⁴,ntsqwa¹ wan⁰,V;PROG;PL;2,4,2
1134,xqwa¹⁰,xqwan¹⁰,V;PFV;PL;1+INCL,4,2
1135,ntsu⁴²,nchu⁴²,V;HAB;SG;2,4,2
1136,slaq¹,nslaq⁴²,V;PROG;SG;2,4,2
1137,yo²,yon¹,V;PFV;SG;1,4,2
1138,ntykwan²,tykwan²,V;PROSP;SG;3,4,2
1139,jen²,ntjen² renq¹,V;PROG;PL;3,4,2
1140,ntykwen³,ntykwen¹⁴,V;HAB;PL;1+INCL,4,2
1141,kwa³,ntkwa³ renq²⁴,V;PROG;PL;3,4,2
1142,xkwen¹⁴,nxkwen¹⁰ wa⁴²,V;PROG;PL;1+EXCL,4,2
1143,ne⁴²,ne⁴²,V;PFV;SG;3,4,2
1144,ja¹,ntjan³²,V;PROG;SG;1,4,2
1145,yku⁴,ku⁴ renq⁴,V;PROSP;PL;3,4,2
1146,ytsen⁴²,kne¹⁴,V;PROSP;PL;1+INCL,4,2
1147,sne¹⁴,nsnen⁴⁰,V;PROG;SG;1,4,2
1148,sqan¹,sqan⁴²,V;PFV;SG;2,4,2
1149,yjaq³,ntyjaq²⁰,V;PROSP;SG;2,4,2
1150,ntyjanq²,ntyjanq¹⁴,V;HAB;SG;3,4,2
1151,nkjwi⁴²,ntyji³² wa⁴²,V;PROG;PL;1+EXCL,4,2
1152,styi¹,nstyi²⁰,V;HAB;SG;3,4,2
1153,ngya⁴²,ngyan¹⁴,V;HAB;PL;1+INCL,4,2
