,lemma,form,tags,family,language
0,billige,billige,V;NFIN;ACT,1,2
9516,bæger,bægeresbægres,N;GEN;INDF;PL,1,2
9517,rollespil,rollespils,N;GEN;INDF;SG,1,2
9518,juicer,juicerenes,N;NOM;DEF;PL,1,2
9519,pornograf,pornograferne,N;NOM;DEF;PL,1,2
9520,brune,brunende,V.PTCP;PRS;ACT,1,2
9521,funktion,funktioners,N;GEN;INDF;PL,1,2
9522,vækkeur,vækkeures,N;GEN;INDF;PL,1,2
9523,tandlæge,tandlæger,N;NOM;INDF;PL,1,2
9524,snedker,snedkeres,N;GEN;INDF;PL,1,2
9525,flankere,flankerer,V;IND;PRS;ACT,1,2
9526,trafikprop,trafikpropper,N;NOM;INDF;PL,1,2
9527,kæle,kæledes,V;IND;PST;PASS,1,2
9528,børnehave,børnehaven,N;NOM;DEF;SG,1,2
9529,buksestof,buksestoffets,N;NOM;DEF;SG,1,2
9530,hjul,hjul,N;NOM;INDF;SG,1,2
9531,mindretalsregering,mindretalsregerings,N;GEN;INDF;SG,1,2
9532,tidszone,tidszones,N;GEN;INDF;SG,1,2
9533,atmosfære,atmosfæren,N;NOM;DEF;SG,1,2
9534,tibetaner,tibetanerens,N;NOM;DEF;SG,1,2
9535,beskrivelse,beskrivelse,N;NOM;INDF;SG,1,2
9536,påskeæg,påskeæggets,N;NOM;DEF;SG,1,2
9537,lydkort,lydkortene,N;NOM;DEF;PL,1,2
9538,ryste,ryst,V;IMP;ACT,1,2
9539,grundlag,grundlaget,N;NOM;DEF;SG,1,2
9540,palmeolie,palmeoliens,N;NOM;DEF;SG,1,2
9541,rom,rom,N;NOM;INDF;SG,1,2
9542,horrorfilm,horrorfilmen,N;NOM;DEF;SG,1,2
9543,mexicaner,mexicanere,N;NOM;INDF;PL,1,2
9544,sæbeopera,sæbeoperaernes,N;NOM;DEF;PL,1,2
9545,ko,køerne,N;NOM;DEF;PL,1,2
9546,vandfarve,vandfarvernes,N;NOM;DEF;PL,1,2
9547,jorde,jordende,V.PTCP;PRS;ACT,1,2
9548,tjeneste,tjenesterne,N;NOM;DEF;PL,1,2
9549,terapeut,terapeuten,N;NOM;DEF;SG,1,2
9550,rygte,rygter,N;NOM;INDF;PL,1,2
9551,elske,elskende,V.PTCP;PRS;ACT,1,2
9552,intelligensniveau,intelligensniveauets,N;NOM;DEF;SG,1,2
9553,inuit,inuits,N;GEN;INDF;SG,1,2
9554,bydel,bydel,N;NOM;INDF;SG,1,2
9555,kommentar,kommentarerne,N;NOM;DEF;PL,1,2
9556,enke,enkers,N;GEN;INDF;PL,1,2
9557,lilje,liljes,N;GEN;INDF;SG,1,2
9558,skæbne,skæbnerne,N;NOM;DEF;PL,1,2
9559,agnostiker,agnostikerne,N;NOM;DEF;PL,1,2
9560,filial,filial,N;NOM;INDF;SG,1,2
9561,tagetage,tage,N;NOM;INDF;PL,1,2
9562,mafioso,mafiosoer,N;NOM;INDF;PL,1,2
9563,pincet,pincetten,N;NOM;DEF;SG,1,2
9564,flod,flodernes,N;NOM;DEF;PL,1,2
9565,sultanat,sultanatets,N;NOM;DEF;SG,1,2
9566,intelligensalder,intelligensalderen,N;NOM;DEF;SG,1,2
9567,alfons,alfons,N;NOM;INDF;SG,1,2
9568,leksikon,leksikons,N;GEN;INDF;SG,1,2
9569,afbildning,afbildninger,N;NOM;INDF;PL,1,2
9570,hjærte,hjærte,N;NOM;INDF;SG,1,2
9571,diskutere,diskuteredes,V;IND;PST;PASS,1,2
9572,hjelm,hjelmenes,N;NOM;DEF;PL,1,2
9573,skæg,skægget,N;NOM;DEF;SG,1,2
9574,rigsdaler,rigsdalerens,N;NOM;DEF;SG,1,2
9575,brasilianer,brasilianer,N;NOM;INDF;SG,1,2
9576,amagerkaner,amagerkaners,N;GEN;INDF;SG,1,2
9577,konsekvens,konsekvens,N;NOM;INDF;SG,1,2
9578,idolisere,idolisere,V;NFIN;ACT,1,2
9579,offer,ofre,N;NOM;INDF;PL,1,2
9580,chok,choks,N;GEN;INDF;SG,1,2
9581,pengeautomat,pengeautomaten,N;NOM;DEF;SG,1,2
9582,stavkirke,stavkirken,N;NOM;DEF;SG,1,2
9583,tilstand,tilstands,N;GEN;INDF;SG,1,2
9584,topografi,topografis,N;GEN;INDF;SG,1,2
9585,kage,kages,N;GEN;INDF;SG,1,2
9586,dans,dansen,N;NOM;DEF;SG,1,2
9587,påfugl,påfugls,N;GEN;INDF;SG,1,2
9588,agern,agernene,N;NOM;DEF;PL,1,2
9589,bindeord,bindeord,N;NOM;INDF;PL,1,2
9590,eskimolog,eskimologens,N;NOM;DEF;SG,1,2
9591,tømrer,tømrerne,N;NOM;DEF;PL,1,2
9592,bamse,bamse,N;NOM;INDF;SG,1,2
9593,annihilere,annihilerede,V;IND;PST;ACT,1,2
9594,anarki,anarkier,N;NOM;INDF;PL,1,2
9595,fjernsyn,fjernsyns,N;GEN;INDF;SG,1,2
9596,sovepose,soveposernes,N;NOM;DEF;PL,1,2
9597,starter,starterne,N;NOM;DEF;PL,1,2
9598,golfspiller,golfspiller,N;NOM;INDF;SG,1,2
9599,musikgenre,musikgenrers,N;GEN;INDF;PL,1,2
9600,bibliotekar,bibliotekarer,N;NOM;INDF;PL,1,2
9601,håndjern,håndjernenes,N;NOM;DEF;PL,1,2
9602,hundemad,hundemadens,N;NOM;DEF;SG,1,2
9603,smørelse,smørelsens,N;NOM;DEF;SG,1,2
9604,si,sis,N;GEN;INDF;SG,1,2
9605,køb,købs,N;GEN;INDF;SG,1,2
9606,kedel,kedlers,N;GEN;INDF;PL,1,2
9607,gudbarn,gudbarnet,N;NOM;DEF;SG,1,2
9608,bolværk,bolværkets,N;NOM;DEF;SG,1,2
9609,makron,makronernes,N;NOM;DEF;PL,1,2
9610,franskmand,franskmand,N;NOM;INDF;SG,1,2
9611,plekter,plektrenes,N;NOM;DEF;PL,1,2
9612,pande,pander,N;NOM;INDF;PL,1,2
9613,grønsag,grønsagers,N;GEN;INDF;PL,1,2
9614,satire,satirernes,N;NOM;DEF;PL,1,2
9615,parabolantenne,parabolantennernes,N;NOM;DEF;PL,1,2
9616,kup,kuppene,N;NOM;DEF;PL,1,2
9617,dusin,dusinet,N;NOM;DEF;SG,1,2
9618,knogle,knoglens,N;NOM;DEF;SG,1,2
9619,møbel,møbel,N;NOM;INDF;SG,1,2
9620,psykose,psykoser,N;NOM;INDF;PL,1,2
9621,akronym,akronymernes,N;NOM;DEF;PL,1,2
9622,ananas,ananas,N;NOM;INDF;SG,1,2
9623,tankbil,tankbilernes,N;NOM;DEF;PL,1,2
9624,brydningsindeks,brydningsindeksers,N;GEN;INDF;PL,1,2
9625,dyne,dynens,N;NOM;DEF;SG,1,2
9626,narhval,narhvals,N;GEN;INDF;SG,1,2
9627,fædreland,fædrelandenes,N;NOM;DEF;PL,1,2
9628,ugedag,ugedagene,N;NOM;DEF;PL,1,2
9629,vandrehistorie,vandrehistories,N;GEN;INDF;SG,1,2
9630,parlament,parlamenters,N;GEN;INDF;PL,1,2
9631,hassel,haslernes,N;NOM;DEF;PL,1,2
9632,mountainbike,mountainbikes',N;GEN;INDF;PL,1,2
9633,harpun,harpun,N;NOM;INDF;SG,1,2
9634,sulfat,sulfater,N;NOM;INDF;PL,1,2
9635,frømand,frømand,N;NOM;INDF;SG,1,2
9636,mønster,mønstre,N;NOM;INDF;PL,1,2
9637,kommissær,kommissærens,N;NOM;DEF;SG,1,2
9638,tilladelse,tilladelses,N;GEN;INDF;SG,1,2
9639,flimmerkasse,flimmerkassen,N;NOM;DEF;SG,1,2
9640,ordkløver,ordkløveres,N;GEN;INDF;PL,1,2
9641,formue,formuerne,N;NOM;DEF;PL,1,2
9642,vorte,vorter,N;NOM;INDF;PL,1,2
9643,flanør,flanører,N;NOM;INDF;PL,1,2
9644,kryddernellike,kryddernelliken,N;NOM;DEF;SG,1,2
9645,sten,sten,N;NOM;INDF;SG,1,2
9646,klan,klaners,N;GEN;INDF;PL,1,2
9647,albino,albinos,N;GEN;INDF;SG,1,2
9648,atom,atoms,N;GEN;INDF;SG,1,2
9649,spidsmus,spidsmusene,N;NOM;DEF;PL,1,2
9650,asiat,asiaterne,N;NOM;DEF;PL,1,2
9651,kendeord,kendeord,N;NOM;INDF;SG,1,2
9652,krokodille,krokodilles,N;GEN;INDF;SG,1,2
9653,epitet,epiteters,N;GEN;INDF;PL,1,2
9654,magre,magres,V;IND;PRS;PASS,1,2
9655,myriade,myriaderne,N;NOM;DEF;PL,1,2
9656,sikkerhed,sikkerheder,N;NOM;INDF;PL,1,2
9657,dråbe,dråbes,N;GEN;INDF;SG,1,2
9658,legeplads,legepladsernes,N;NOM;DEF;PL,1,2
9659,mandel,mandlernes,N;NOM;DEF;PL,1,2
9660,bæk,bækkenes,N;NOM;DEF;PL,1,2
9661,diabetiker,diabetikers,N;GEN;INDF;SG,1,2
9662,polyeder,polyedrene,N;NOM;DEF;PL,1,2
9663,valens,valensernes,N;NOM;DEF;PL,1,2
9664,bibliotekar,bibliotekarernes,N;NOM;DEF;PL,1,2
9665,isvaffel,isvaflerne,N;NOM;DEF;PL,1,2
9666,søster,søsteren,N;NOM;DEF;SG,1,2
9667,entre,entre,N;NOM;INDF;SG,1,2
9668,vaskemiddel,vaskemidler,N;NOM;INDF;PL,1,2
9669,kokkepige,kokkepigers,N;GEN;INDF;PL,1,2
9670,affaldsbeholder,affaldsbeholderne,N;NOM;DEF;PL,1,2
9671,chikane,chikaner,N;NOM;INDF;PL,1,2
9672,syge,sygens,N;NOM;DEF;SG,1,2
9673,individ,individers,N;GEN;INDF;PL,1,2
9674,snestorm,snestormene,N;NOM;DEF;PL,1,2
9675,diskussion,diskussionerne,N;NOM;DEF;PL,1,2
9676,maskine,maskinerne,N;NOM;DEF;PL,1,2
9677,palæ,palæ,N;NOM;INDF;SG,1,2
9678,håndbold,håndboldenes,N;NOM;DEF;PL,1,2
9679,telt,teltenes,N;NOM;DEF;PL,1,2
9680,strande,strandedes,V;IND;PST;PASS,1,2
9681,ørred,ørrederne,N;NOM;DEF;PL,1,2
9682,klarinet,klarinet,N;NOM;INDF;SG,1,2
9683,udvikler,udviklerens,N;NOM;DEF;SG,1,2
9684,hvalp,hvalpes,N;GEN;INDF;PL,1,2
9685,rem,remmene,N;NOM;DEF;PL,1,2
9686,plaster,plastrenes,N;NOM;DEF;PL,1,2
9687,hvede,hvedernes,N;NOM;DEF;PL,1,2
9688,græker,grækeren,N;NOM;DEF;SG,1,2
9689,landskab,landskab,N;NOM;INDF;SG,1,2
9690,sandstorm,sandstormens,N;NOM;DEF;SG,1,2
9691,præsident,præsidenters,N;GEN;INDF;PL,1,2
9692,karikartutegning,karikartutegningernes,N;NOM;DEF;PL,1,2
9693,søn,sønner,N;NOM;INDF;PL,1,2
9694,brugernavn,brugernavns,N;GEN;INDF;SG,1,2
9695,filosof,filosofferne,N;NOM;DEF;PL,1,2
9696,måltid,måltid,N;NOM;INDF;SG,1,2
9697,metafor,metaforers,N;GEN;INDF;PL,1,2
9698,frokost,frokosts,N;GEN;INDF;SG,1,2
9699,eftermiddag,eftermiddagene,N;NOM;DEF;PL,1,2
9700,lydord,lydordet,N;NOM;DEF;SG,1,2
9701,ornitologi,ornitologis,N;GEN;INDF;SG,1,2
9702,arrigtrold,arrigtroldens,N;NOM;DEF;SG,1,2
9703,mursten,mursten,N;NOM;INDF;SG,1,2
9704,fag,fagets,N;NOM;DEF;SG,1,2
9705,håndtaske,håndtasken,N;NOM;DEF;SG,1,2
9706,syerske,syerskes,N;GEN;INDF;SG,1,2
9707,sølvbryllup,sølvbrylluppers,N;GEN;INDF;PL,1,2
9708,astronaut,astronauternes,N;NOM;DEF;PL,1,2
9709,vane,vanernes,N;NOM;DEF;PL,1,2
9710,javaneser,javanesernes,N;NOM;DEF;PL,1,2
9711,synliggørelse,synliggørelser,N;NOM;INDF;PL,1,2
9712,dispositionsmængde,dispositionsmængders,N;GEN;INDF;PL,1,2
9713,bjælde,bjælden,N;NOM;DEF;SG,1,2
9714,hærværksmand,hærværksmand,N;NOM;INDF;SG,1,2
9715,bygning,bygningen,N;NOM;DEF;SG,1,2
9716,elektron,elektronen,N;NOM;DEF;SG,1,2
9717,skrig,skrigets,N;NOM;DEF;SG,1,2
9718,solsikkeolie,solsikkeolierne,N;NOM;DEF;PL,1,2
9719,foregangsmand,foregangsmændene,N;NOM;DEF;PL,1,2
9720,substans,substansen,N;NOM;DEF;SG,1,2
9721,godbid,godbid,N;NOM;INDF;SG,1,2
9722,grindehval,grindehvales,N;GEN;INDF;PL,1,2
9723,politimand,politimandens,N;NOM;DEF;SG,1,2
9724,urin,urinerne,N;NOM;DEF;PL,1,2
9725,halvbror,halvbrødre,N;NOM;INDF;PL,1,2
9726,tone,tones,N;GEN;INDF;SG,1,2
9727,tidsforlængelse,tidsforlængelserne,N;NOM;DEF;PL,1,2
9728,gummi,gummiets,N;NOM;DEF;SG,1,2
9729,detalje,detaljer,N;NOM;INDF;PL,1,2
9730,bøjning,bøjningers,N;GEN;INDF;PL,1,2
9731,forkortelse,forkortelserne,N;NOM;DEF;PL,1,2
9732,lab,lab,N;NOM;INDF;SG,1,2
9733,park,park,N;NOM;INDF;SG,1,2
9734,charmere,charmerer,V;IND;PRS;ACT,1,2
9735,eliksir,eliksirerne,N;NOM;DEF;PL,1,2
9736,pig,pig,N;NOM;INDF;SG,1,2
9737,republik,republikkerne,N;NOM;DEF;PL,1,2
9738,stat,staten,N;NOM;DEF;SG,1,2
9739,rektangel,rektangler,N;NOM;INDF;PL,1,2
9740,kæphest,kæphests,N;GEN;INDF;SG,1,2
9741,kutyme,kutyme,N;NOM;INDF;SG,1,2
9742,korridor,korridors,N;GEN;INDF;SG,1,2
9743,engel,englenes,N;NOM;DEF;PL,1,2
9744,hjord,hjorders,N;GEN;INDF;PL,1,2
9745,tortere,torteredes,V;IND;PST;PASS,1,2
9746,fordøje,fordøjende,V.PTCP;PRS;ACT,1,2
9747,sandhed,sandheders,N;GEN;INDF;PL,1,2
9748,femkant,femkanternes,N;NOM;DEF;PL,1,2
9749,guitar,guitar,N;NOM;INDF;SG,1,2
9750,skonnert,skonnerters,N;GEN;INDF;PL,1,2
9751,dampskib,dampskibene,N;NOM;DEF;PL,1,2
9752,negativ,negativs,N;GEN;INDF;SG,1,2
9753,vagt,vagt,N;NOM;INDF;SG,1,2
9754,hyæne,hyænerne,N;NOM;DEF;PL,1,2
9755,komponist,komponistens,N;NOM;DEF;SG,1,2
9756,interessent,interessent,N;NOM;INDF;SG,1,2
9757,strømpe,strømperne,N;NOM;DEF;PL,1,2
9758,nonne,nonne,N;NOM;INDF;SG,1,2
9759,brod,broddenes,N;NOM;DEF;PL,1,2
9760,signere,signeres,V;IND;PRS;PASS,1,2
9761,synd,syndens,N;NOM;DEF;SG,1,2
9762,bogklub,bogklubbernes,N;NOM;DEF;PL,1,2
9763,kvæld,kvælder,N;NOM;INDF;PL,1,2
9764,brugerdiskussion,brugerdiskussions,N;GEN;INDF;SG,1,2
9765,målmand,målmænd,N;NOM;INDF;PL,1,2
9766,låge,lågernes,N;NOM;DEF;PL,1,2
9767,pornofilm,pornofilmen,N;NOM;DEF;SG,1,2
9768,plakat,plakater,N;NOM;INDF;PL,1,2
9769,guitarist,guitaristernes,N;NOM;DEF;PL,1,2
9770,rigsdaler,rigsdaleren,N;NOM;DEF;SG,1,2
9771,tibetaner,tibetanernes,N;NOM;DEF;PL,1,2
9772,fælled,fælledens,N;NOM;DEF;SG,1,2
9773,malkepige,malkepiger,N;NOM;INDF;PL,1,2
9774,psykose,psykosernes,N;NOM;DEF;PL,1,2
9775,canadier,canadiernes,N;NOM;DEF;PL,1,2
9776,skulptør,skulptørers,N;GEN;INDF;PL,1,2
9777,karisma,karismaerne,N;NOM;DEF;PL,1,2
9778,gerningsmand,gerningsmændenes,N;NOM;DEF;PL,1,2
9779,radiobil,radiobilen,N;NOM;DEF;SG,1,2
9780,cytoplasma,cytoplasmaers,N;GEN;INDF;PL,1,2
9781,luftkastel,luftkastellers,N;GEN;INDF;PL,1,2
9782,harve,harverne,N;NOM;DEF;PL,1,2
9783,ekspedient,ekspedienters,N;GEN;INDF;PL,1,2
9784,kløftehammer,kløftehammers,N;GEN;INDF;SG,1,2
9785,plage,plagens,N;NOM;DEF;SG,1,2
9786,gab,gabet,N;NOM;DEF;SG,1,2
9787,finte,finte,N;NOM;INDF;SG,1,2
9788,værdighed,værdighederne,N;NOM;DEF;PL,1,2
9789,strygebræt,strygebrættet,N;NOM;DEF;SG,1,2
9790,flanke,flankerne,N;NOM;DEF;PL,1,2
9791,hud,huden,N;NOM;DEF;SG,1,2
9792,lagen,lagenernelagnerne,N;NOM;DEF;PL,1,2
9793,fader,fader,N;NOM;INDF;SG,1,2
9794,sikring,sikringer,N;NOM;INDF;PL,1,2
9795,lærred,lærrederne,N;NOM;DEF;PL,1,2
9796,intimidere,intimider,V;IMP;ACT,1,2
9797,chaiselong,chaiselongers,N;GEN;INDF;PL,1,2
9798,gælle,gællens,N;NOM;DEF;SG,1,2
9799,anholdelse,anholdelserne,N;NOM;DEF;PL,1,2
9800,kynisme,kynismernes,N;NOM;DEF;PL,1,2
9801,juvel,juvelens,N;NOM;DEF;SG,1,2
9802,præst,præst,N;NOM;INDF;SG,1,2
9803,novelle,novellens,N;NOM;DEF;SG,1,2
9804,hjerne,hjerner,N;NOM;INDF;PL,1,2
9805,ubåd,ubådes,N;GEN;INDF;PL,1,2
9806,rektangel,rektangelene,N;NOM;DEF;PL,1,2
9807,hæle,hæler,V;IND;PRS;ACT,1,2
9808,kolesterol,kolesterol,N;NOM;INDF;SG,1,2
9809,intelligenstest,intelligenstesten,N;NOM;DEF;SG,1,2
9810,bonderøv,bonderøve,N;NOM;INDF;PL,1,2
9811,vindmølle,vindmøllernes,N;NOM;DEF;PL,1,2
9812,smørelse,smørelse,N;NOM;INDF;SG,1,2
9813,proton,protons,N;GEN;INDF;SG,1,2
9814,albatros,albatrossens,N;NOM;DEF;SG,1,2
9815,eskadrille,eskadrillerne,N;NOM;DEF;PL,1,2
9816,princip,principper,N;NOM;INDF;PL,1,2
9817,svans,svansene,N;NOM;DEF;PL,1,2
9818,motivation,motivationen,N;NOM;DEF;SG,1,2
9819,aboriginer,aboriginernes,N;NOM;DEF;PL,1,2
9820,dagbog,dagbogens,N;NOM;DEF;SG,1,2
9821,budskab,budskabets,N;NOM;DEF;SG,1,2
9822,æbletærte,æbletærten,N;NOM;DEF;SG,1,2
9823,vandmand,vandmandens,N;NOM;DEF;SG,1,2
9824,perser,persere,N;NOM;INDF;PL,1,2
9825,gemytlighed,gemytlighedernes,N;NOM;DEF;PL,1,2
9826,enhjørning,enhjørningen,N;NOM;DEF;SG,1,2
9827,hindbærsnitte,hindbærsnitter,N;NOM;INDF;PL,1,2
9828,rappenskralde,rappenskralder,N;NOM;INDF;PL,1,2
9829,udfordring,udfordring,N;NOM;INDF;SG,1,2
9830,ytring,ytringen,N;NOM;DEF;SG,1,2
9831,makrel,makrels,N;GEN;INDF;SG,1,2
9832,følelse,følelsers,N;GEN;INDF;PL,1,2
9833,sadel,sadler,N;NOM;INDF;PL,1,2
9834,sudaner,sudaneren,N;NOM;DEF;SG,1,2
9835,pengepung,pengepung,N;NOM;INDF;SG,1,2
9836,drøne,drønes,V;IND;PRS;PASS,1,2
9837,pokeransigt,pokeransigts,N;GEN;INDF;SG,1,2
9838,bandeord,bandeords,N;GEN;INDF;PL,1,2
9839,dåse,dåsernes,N;NOM;DEF;PL,1,2
9840,diagram,diagrammerne,N;NOM;DEF;PL,1,2
9841,mængdedifferens,mængdedifferensernes,N;NOM;DEF;PL,1,2
9842,tornado,tornado,N;NOM;INDF;SG,1,2
9843,præst,præsten,N;NOM;DEF;SG,1,2
9844,gardin,gardinet,N;NOM;DEF;SG,1,2
9845,ordre,ordrerne,N;NOM;DEF;PL,1,2
9846,accent,accenter,N;NOM;INDF;PL,1,2
9847,drømmekage,drømmekagen,N;NOM;DEF;SG,1,2
9848,albatros,albatrossernes,N;NOM;DEF;PL,1,2
9849,symfoni,symfoniens,N;NOM;DEF;SG,1,2
9850,pave,paver,N;NOM;INDF;PL,1,2
9851,karl,karlen,N;NOM;DEF;SG,1,2
9852,epitet,epitets,N;GEN;INDF;SG,1,2
9853,kunstgalleri,kunstgalleri,N;NOM;INDF;SG,1,2
9854,bugspytkirtel,bugspytkirtler,N;NOM;INDF;PL,1,2
9855,lue,luernes,N;NOM;DEF;PL,1,2
9856,mester,mesterens,N;NOM;DEF;SG,1,2
9857,agn,agnen,N;NOM;DEF;SG,1,2
9858,hånd,håndens,N;NOM;DEF;SG,1,2
9859,faster,fastrene,N;NOM;DEF;PL,1,2
9860,borgerkrig,borgerkrigens,N;NOM;DEF;SG,1,2
9861,anholdelse,anholdelsers,N;GEN;INDF;PL,1,2
9862,spånplade,spånpladernes,N;NOM;DEF;PL,1,2
9863,millennium,millennierne,N;NOM;DEF;PL,1,2
9864,urinblære,urinblærer,N;NOM;INDF;PL,1,2
9865,kyniker,kynikernes,N;NOM;DEF;PL,1,2
9866,eventyr,eventyr,N;NOM;INDF;PL,1,2
9867,plombe,plombers,N;GEN;INDF;PL,1,2
9868,salatfad,salatfad,N;NOM;INDF;SG,1,2
9869,tomat,tomat,N;NOM;INDF;SG,1,2
9870,hade,hadende,V.PTCP;PRS;ACT,1,2
9871,jolle,jollerne,N;NOM;DEF;PL,1,2
9872,skrivemaskine,skrivemaskinen,N;NOM;DEF;SG,1,2
9873,sædcelle,sædcellernes,N;NOM;DEF;PL,1,2
9874,kovs,kovsen,N;NOM;DEF;SG,1,2
9875,teknik,teknikkers,N;GEN;INDF;PL,1,2
9876,liv,livet,N;NOM;DEF;SG,1,2
9877,toer,toerenes,N;NOM;DEF;PL,1,2
9878,horn,hornets,N;NOM;DEF;SG,1,2
9879,kontor,kontorernes,N;NOM;DEF;PL,1,2
9880,pynte,pyntende,V.PTCP;PRS;ACT,1,2
9881,idol,idolerne,N;NOM;DEF;PL,1,2
9882,turkis,turkiserne,N;NOM;DEF;PL,1,2
9883,ørering,øreringenes,N;NOM;DEF;PL,1,2
9884,affaldscontainer,affaldscontainerne,N;NOM;DEF;PL,1,2
9885,symfoni,symfoniernes,N;NOM;DEF;PL,1,2
9886,alf,alf,N;NOM;INDF;SG,1,2
9887,dandere,danderet,V.PTCP;PST;PASS,1,2
9888,komplimentere,komplimenteret,V.PTCP;PST;PASS,1,2
9889,palmeolie,palmeolien,N;NOM;DEF;SG,1,2
9890,armlægning,armlægningen,N;NOM;DEF;SG,1,2
9891,knarr,knarrernes,N;NOM;DEF;PL,1,2
9892,beholder,beholdernes,N;NOM;DEF;PL,1,2
9893,hindbærsnitte,hindbærsnittens,N;NOM;DEF;SG,1,2
9894,hjerte,hjerterne,N;NOM;DEF;PL,1,2
9895,tusind,tusinder,N;NOM;INDF;PL,1,2
9896,hydrolog,hydrologernes,N;NOM;DEF;PL,1,2
9897,argumentere,argumentere,V;NFIN;ACT,1,2
9898,filial,filialer,N;NOM;INDF;PL,1,2
9899,kærte,kærtes,N;GEN;INDF;SG,1,2
9900,ressource,ressourcers,N;GEN;INDF;PL,1,2
9901,ribs,ribsets,N;NOM;DEF;SG,1,2
9902,verdenskrig,verdenskrigens,N;NOM;DEF;SG,1,2
9903,tyd,tydene,N;NOM;DEF;PL,1,2
9904,fordanskning,fordanskningen,N;NOM;DEF;SG,1,2
9905,ægtefælle,ægtefællen,N;NOM;DEF;SG,1,2
9906,defekt,defekternes,N;NOM;DEF;PL,1,2
9907,kubikmeter,kubikmeterne,N;NOM;DEF;PL,1,2
9908,bryst,brysts,N;GEN;INDF;SG,1,2
9909,revisor,revisor,N;NOM;INDF;SG,1,2
9910,uge,ugerne,N;NOM;DEF;PL,1,2
9911,tandbørste,tandbørsternes,N;NOM;DEF;PL,1,2
9912,ishockeyspiller,ishockeyspiller,N;NOM;INDF;SG,1,2
9913,babyloner,babyloneres,N;GEN;INDF;PL,1,2
9914,peber,peberens,N;NOM;DEF;SG,1,2
9915,narhval,narhvaler,N;NOM;INDF;PL,1,2
9916,gummi,gummis,N;GEN;INDF;SG,1,2
9917,urinblære,urinblæren,N;NOM;DEF;SG,1,2
9918,vams,vamsen,N;NOM;DEF;SG,1,2
9919,peanut,peanuts',N;GEN;INDF;PL,1,2
9920,telegrafist,telegrafister,N;NOM;INDF;PL,1,2
9921,diskussionsside,diskussionssidernes,N;NOM;DEF;PL,1,2
9922,kommutere,kommuterede,V;IND;PST;ACT,1,2
9923,bagmand,bagmændenes,N;NOM;DEF;PL,1,2
9924,sovepose,soveposes,N;GEN;INDF;SG,1,2
9925,husbrand,husbrande,N;NOM;INDF;PL,1,2
9926,konsekvens,konsekvensens,N;NOM;DEF;SG,1,2
9927,tankvogn,tankvognenes,N;NOM;DEF;PL,1,2
9928,aften,aften,N;NOM;INDF;SG,1,2
9929,ypsilon,ypsiloner,N;NOM;INDF;PL,1,2
9930,håndtaske,håndtaskerne,N;NOM;DEF;PL,1,2
9931,androide,androidens,N;NOM;DEF;SG,1,2
9932,vitaminpille,vitaminpiller,N;NOM;INDF;PL,1,2
9933,afgang,afganges,N;GEN;INDF;PL,1,2
9934,campingvogn,campingvogne,N;NOM;INDF;PL,1,2
9935,mekaniker,mekaniker,N;NOM;INDF;SG,1,2
9936,røvhul,røvhul,N;NOM;INDF;SG,1,2
9937,lagen,lagens,N;GEN;INDF;SG,1,2
9938,radiobil,radiobil,N;NOM;INDF;SG,1,2
9939,håndtaske,håndtaskernes,N;NOM;DEF;PL,1,2
9940,farmand,farmanden,N;NOM;DEF;SG,1,2
9941,loppe,loppers,N;GEN;INDF;PL,1,2
9942,ispind,ispindens,N;NOM;DEF;SG,1,2
9943,hærværksmand,hærværksmændenes,N;NOM;DEF;PL,1,2
9944,englænder,englændernes,N;NOM;DEF;PL,1,2
9945,faster,faster,N;NOM;INDF;SG,1,2
9946,orkan,orkaners,N;GEN;INDF;PL,1,2
9947,dans,dansene,N;NOM;DEF;PL,1,2
9948,håndboldspiller,håndboldspillerens,N;NOM;DEF;SG,1,2
9949,grankogle,grankoglens,N;NOM;DEF;SG,1,2
9950,vinkelhalveringslinje,vinkelhalveringslinjernes,N;NOM;DEF;PL,1,2
9951,konference,konference,N;NOM;INDF;SG,1,2
9952,århusianer,århusianeren,N;NOM;DEF;SG,1,2
9953,flødekaramel,flødekaramellens,N;NOM;DEF;SG,1,2
9954,putte,putte,N;NOM;INDF;SG,1,2
9955,lastbil,lastbils,N;GEN;INDF;SG,1,2
9956,sløjfe,sløjfe,N;NOM;INDF;SG,1,2
9957,jordemoder,jordemødres,N;GEN;INDF;PL,1,2
9958,historie,historiernes,N;NOM;DEF;PL,1,2
9959,pynte,pyntet,V.PTCP;PST;PASS,1,2
9960,bred,breddernes,N;NOM;DEF;PL,1,2
9961,sovepose,soveposens,N;NOM;DEF;SG,1,2
9962,roma,roma,N;NOM;INDF;SG,1,2
9963,moderkage,moderkager,N;NOM;INDF;PL,1,2
9964,korde,kordens,N;NOM;DEF;SG,1,2
9965,frue,frues,N;GEN;INDF;SG,1,2
9966,demonstration,demonstrationens,N;NOM;DEF;SG,1,2
9967,angreb,angreb,N;NOM;INDF;PL,1,2
9968,amatør,amatørs,N;GEN;INDF;SG,1,2
9969,strubehoved,strubehoveds,N;GEN;INDF;SG,1,2
9970,frimurer,frimureren,N;NOM;DEF;SG,1,2
9971,sommerfugl,sommerfuglenes,N;NOM;DEF;PL,1,2
9972,idol,idolers,N;GEN;INDF;PL,1,2
9973,positiv,positiv,N;NOM;INDF;SG,1,2
9974,lunde,lunders,N;GEN;INDF;PL,1,2
